employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-43715633,Zoya,Kota,Male,West Bengal,Howrah,2020-06-18,IT,System Administrator,Master,91577,Good,Yes,1991-12-14,
00-62109351,Drishya,Iyengar,Male,Uttar Pradesh,Prayagraj,2024-12-24,Sales,Sales Consultant,PhD,101549,Needs Improvement,Yes,1972-01-05,
00-82054847,Kartik,Dass,Male,Madhya Pradesh,Bhopal,2015-03-09,Marketing,SEO Specialist,High School,75105,Excellent,No,1985-07-06,
00-79292636,Kiaan,Sankar,Male,Madhya Pradesh,Indore,2024-11-24,Sales,Sales Representative,Bachelor,65170,Satisfactory,No,1994-09-19,
00-76375258,Saanvi,Dey,Male,Tamil Nadu,Vellore,2024-06-01,Operations,Logistics Coordinator,Bachelor,64581,Good,Yes,1986-03-17,
00-20620936,Ehsaan,Manne,Female,West Bengal,Howrah,2017-11-05,Customer Service,Help Desk Technician,Bachelor,71451,Good,No,1961-11-01,
00-69604527,Tiya,Raj,Female,West Bengal,Kolkata,2024-05-01,Operations,Inventory Specialist,Bachelor,61523,Excellent,No,1967-03-14,
00-46667896,Ivan,Sundaram,Female,West Bengal,Howrah,2019-03-21,Sales,Sales Specialist,Master,77059,Needs Improvement,No,1995-01-20,
00-45315666,Saira,Kohli,Female,Madhya Pradesh,Indore,2023-06-18,IT,Software Developer,Bachelor,102494,Good,No,1969-11-28,
00-67040947,Alia,Kakar,Male,West Bengal,Durgapur,2016-08-19,Operations,Operations Analyst,Master,72772,Good,Yes,1998-04-29,
00-32095445,Siya,Deshpande,Male,West Bengal,Kolkata,2016-11-12,Marketing,Content Creator,High School,62425,Satisfactory,Yes,1983-06-11,
00-40710031,Samar,Rastogi,Female,West Bengal,Durgapur,2022-02-11,Operations,Operations Analyst,Bachelor,67895,Good,No,1986-04-04,
00-40598413,Mahika,Handa,Female,West Bengal,Howrah,2019-06-16,Marketing,Content Creator,Bachelor,53303,Excellent,No,1980-02-13,
00-61790520,Krish,Mander,Male,West Bengal,Durgapur,2023-05-18,Sales,Sales Representative,Bachelor,69649,Excellent,No,1960-07-09,
00-71901789,Umang,Yadav,Male,West Bengal,Howrah,2020-09-02,Finance,Financial Analyst,Master,87621,Good,No,1983-03-07,
00-59458666,Chirag,Kar,Female,Maharashtra,Pune,2024-03-05,IT,Software Developer,Master,91120,Good,No,1977-06-10,
00-51575679,Arhaan,Kumer,Female,West Bengal,Durgapur,2016-04-08,HR,HR Coordinator,Bachelor,53890,Good,Yes,2001-05-31,
00-41213772,Khushi,Jayaraman,Male,West Bengal,Howrah,2020-04-23,Operations,Inventory Specialist,High School,56111,Satisfactory,Yes,1985-06-04,
00-46017965,Lavanya,Thaker,Female,West Bengal,Durgapur,2015-12-07,IT,Software Developer,Bachelor,86514,Needs Improvement,No,1992-07-18,
00-44153671,Neelofar,Lanka,Female,Madhya Pradesh,Bhopal,2018-05-17,Marketing,Content Creator,Bachelor,54725,Satisfactory,No,1983-12-13,
00-97537746,Vivaan,Aurora,Male,West Bengal,Kolkata,2019-02-14,Operations,Inventory Specialist,Bachelor,70270,Good,Yes,1962-05-18,
00-36415300,Jivin,Tailor,Female,Karnataka,Mysore,2023-05-06,IT,Software Developer,Bachelor,98824,Good,Yes,1994-07-09,
00-28782925,Aaryahi,Subramanian,Male,Delhi,New Delhi,2024-03-13,Customer Service,Support Specialist,High School,61623,Excellent,No,2000-05-20,
00-70055642,Taimur,Das,Male,West Bengal,Kolkata,2017-01-29,Operations,Logistics Coordinator,Bachelor,67286,Good,No,1973-05-06,
00-75934922,Madhav,Saha,Female,Karnataka,Mysore,2022-05-25,Operations,Operations Analyst,Master,89184,Excellent,No,1960-12-25,
00-21390627,Umang,Bora,Female,Tamil Nadu,Chennai,2019-10-30,Operations,Inventory Specialist,Bachelor,64317,Good,Yes,1969-10-11,
00-37686424,Saksham,Bhat,Female,West Bengal,Howrah,2017-01-04,IT,Software Developer,Bachelor,89814,Excellent,No,1966-03-16,
00-96102774,Samar,Sankaran,Female,West Bengal,Howrah,2022-01-05,Customer Service,Help Desk Technician,Bachelor,76337,Good,No,1982-07-04,
00-32779572,Saanvi,Gala,Female,West Bengal,Durgapur,2015-03-25,Customer Service,Support Specialist,Bachelor,55374,Excellent,Yes,1988-04-24,
00-60936563,Anahita,Mander,Female,West Bengal,Kolkata,2022-11-05,Sales,Sales Consultant,Master,99740,Good,No,1987-02-19,
00-57463440,Samarth,Yogi,Male,West Bengal,Howrah,2022-04-01,Marketing,SEO Specialist,Bachelor,84181,Satisfactory,No,1960-06-16,
00-18157513,Jhanvi,Bali,Male,West Bengal,Howrah,2023-05-30,Sales,Sales Representative,Bachelor,64704,Good,Yes,1975-09-15,
00-61945598,Raunak,Ramachandran,Male,Madhya Pradesh,Gwalior,2024-03-23,Sales,Sales Representative,Bachelor,72448,Excellent,No,1994-02-07,
00-54151097,Eshani,Chopra,Male,West Bengal,Durgapur,2022-02-09,Customer Service,Customer Service Representative,High School,55336,Satisfactory,No,1994-08-17,
00-61890318,Jhanvi,Dewan,Female,West Bengal,Kolkata,2021-10-06,HR,Recruiter,Bachelor,58001,Good,No,1966-11-03,
00-83191432,Mahika,Wagle,Female,West Bengal,Durgapur,2020-11-09,Finance,Accountant,Bachelor,61970,Excellent,Yes,1973-07-30,
00-93769170,Oorja,Barad,Female,West Bengal,Kolkata,2023-08-11,Sales,Sales Manager,PhD,92834,Satisfactory,No,1966-02-03,
00-40805436,Neelofar,Kade,Female,West Bengal,Howrah,2023-09-22,Sales,Sales Consultant,Master,79361,Good,No,1986-02-15,
00-95143591,Tanya,Kalla,Male,West Bengal,Howrah,2022-05-04,Operations,Logistics Coordinator,Bachelor,71278,Good,No,1985-02-14,
00-63195723,Samar,Chaudhary,Male,West Bengal,Kolkata,2019-03-18,Operations,Operations Analyst,Bachelor,81213,Good,No,1999-09-25,
00-79013223,Badal,Suresh,Male,Madhya Pradesh,Indore,2023-07-11,Sales,Sales Manager,Master,117873,Needs Improvement,Yes,1965-03-16,
00-33119000,Charvi,Bajaj,Male,Delhi,New Delhi,2017-04-17,Operations,Logistics Coordinator,Bachelor,69643,Excellent,No,1990-11-04,
00-58246503,Aaina,Bhasin,Male,West Bengal,Howrah,2017-02-18,Customer Service,Customer Service Manager,Bachelor,100658,Satisfactory,No,1969-08-28,
00-81368528,Alisha,Chada,Female,Madhya Pradesh,Bhopal,2017-08-22,Marketing,Content Creator,Bachelor,61029,Needs Improvement,Yes,1990-02-07,
00-18852650,Shaan,Rajagopal,Male,West Bengal,Kolkata,2019-05-29,Sales,Sales Representative,Bachelor,84200,Good,Yes,1970-10-21,
00-70443135,Miraan,Mani,Male,Karnataka,Mysore,2022-01-09,IT,Software Developer,Bachelor,103606,Good,Yes,1982-04-01,
00-12089715,Raunak,Andra,Male,Tamil Nadu,Tiruchirappalli,2021-09-07,Sales,Sales Representative,Bachelor,62207,Satisfactory,No,1976-05-28,
00-99861199,Vardaniya,Varty,Female,West Bengal,Durgapur,2018-08-12,Operations,Inventory Specialist,High School,56975,Good,No,2001-06-03,
00-26553454,Aarush,Kashyap,Male,West Bengal,Kolkata,2017-04-21,IT,IT Support Specialist,Bachelor,66879,Satisfactory,No,1993-04-12,
00-78785556,Hansh,Trivedi,Male,West Bengal,Durgapur,2022-06-06,Operations,Inventory Specialist,High School,56378,Good,No,1988-08-01,
00-61807582,Armaan,Wason,Male,West Bengal,Howrah,2023-07-27,HR,Recruiter,Bachelor,66043,Satisfactory,No,1971-12-28,
00-67121045,Eva,Bahri,Female,West Bengal,Kolkata,2024-05-11,Customer Service,Help Desk Technician,Bachelor,70559,Good,No,1988-07-29,
00-30804224,Neelofar,Anand,Female,West Bengal,Kolkata,2023-01-27,Sales,Sales Consultant,Master,76623,Good,No,2001-08-26,
00-18176660,Anaya,Batta,Male,West Bengal,Howrah,2018-11-19,IT,System Administrator,Bachelor,99348,Needs Improvement,Yes,1976-08-27,
00-87681888,Zaina,Johal,Female,West Bengal,Kolkata,2022-10-08,Customer Service,Customer Service Manager,PhD,93467,Good,No,1968-08-14,
00-46807983,Romil,Devan,Female,West Bengal,Kolkata,2023-05-04,Operations,Inventory Specialist,Bachelor,64768,Good,Yes,1970-06-06,
00-44063535,Suhana,Ghose,Male,West Bengal,Kolkata,2018-06-05,Sales,Sales Specialist,PhD,63927,Good,No,1983-12-28,
00-22018085,Dhanush,Mall,Male,West Bengal,Durgapur,2023-10-28,IT,Software Developer,Bachelor,83217,Needs Improvement,Yes,1986-11-17,
00-61182388,Saksham,Koshy,Male,West Bengal,Durgapur,2022-08-26,Marketing,Content Creator,Bachelor,69690,Satisfactory,No,1988-04-05,
00-27743740,Badal,Hegde,Male,Rajasthan,Jaipur,2023-04-26,Customer Service,Support Specialist,Bachelor,64298,Excellent,Yes,1984-09-26,
00-40384767,Rasha,Karan,Female,West Bengal,Kolkata,2020-07-10,IT,Software Developer,Master,102929,Good,Yes,1979-09-25,
00-41603688,Nayantara,Bhat,Male,Madhya Pradesh,Bhopal,2017-11-24,Operations,Operations Analyst,Bachelor,82982,Good,No,1985-09-13,
00-25130312,Umang,Ranganathan,Male,West Bengal,Durgapur,2024-02-09,Operations,Operations Analyst,Bachelor,74254,Satisfactory,No,1994-01-22,
00-77104727,Aniruddh,Choudhury,Male,West Bengal,Durgapur,2015-01-19,Operations,Inventory Specialist,Bachelor,63895,Satisfactory,No,1994-12-13,
00-38197836,Aayush,Boase,Female,West Bengal,Howrah,2024-02-10,Customer Service,Customer Service Representative,Bachelor,59867,Satisfactory,No,1995-08-29,
00-79079708,Samarth,Venkataraman,Female,West Bengal,Howrah,2024-09-24,IT,IT Support Specialist,Bachelor,61185,Good,No,1971-08-22,
00-84765427,Samaira,Kamdar,Male,West Bengal,Kolkata,2024-03-28,Marketing,Marketing Manager,Master,85775,Good,No,1974-06-28,
00-26257335,Jayan,Basu,Female,Karnataka,Bengaluru,2015-03-16,IT,Software Developer,Master,91763,Good,No,1983-11-07,
00-34845617,Samaira,Yohannan,Female,West Bengal,Durgapur,2017-11-12,IT,Software Developer,Bachelor,94817,Excellent,Yes,1999-05-18,
00-18459845,Tushar,Tandon,Female,West Bengal,Kolkata,2022-12-17,Sales,Sales Representative,Bachelor,63353,Good,Yes,1988-10-10,
00-68246537,Heer,Agate,Male,West Bengal,Howrah,2018-12-29,Operations,Logistics Coordinator,Bachelor,68186,Excellent,No,1981-08-17,
00-78172295,Prisha,Vig,Male,West Bengal,Howrah,2023-01-21,Sales,Sales Specialist,Bachelor,68534,Satisfactory,Yes,1995-08-15,
00-84908042,Pranay,Wagle,Male,West Bengal,Howrah,2024-10-31,Sales,Sales Consultant,Bachelor,88337,Good,No,1978-08-02,
00-61839427,Azad,Bhakta,Female,Rajasthan,Jodhpur,2016-01-19,Operations,Operations Analyst,Master,69493,Needs Improvement,Yes,1981-11-12,
00-49657541,Romil,Barad,Female,West Bengal,Kolkata,2017-04-13,IT,System Administrator,Bachelor,72514,Satisfactory,No,1990-08-27,
00-22474259,Shalv,Sankaran,Male,West Bengal,Durgapur,2017-08-26,IT,Software Developer,Master,97974,Good,No,1983-11-13,
00-84226768,Vritika,Tak,Female,West Bengal,Howrah,2017-05-28,Sales,Sales Manager,Master,129714,Good,No,1977-03-10,
00-42744914,Purab,Sarkar,Male,West Bengal,Kolkata,2021-03-08,Customer Service,Customer Service Representative,High School,54715,Satisfactory,No,2003-10-22,
00-78495970,Hiran,Manne,Female,West Bengal,Durgapur,2022-06-28,IT,Software Developer,Bachelor,87382,Satisfactory,No,1965-03-13,
00-66524475,Fateh,Bhatnagar,Male,Karnataka,Mysore,2023-05-05,Customer Service,Help Desk Technician,High School,72347,Satisfactory,Yes,1989-04-30,
00-28555963,Hunar,Shetty,Female,West Bengal,Kolkata,2017-08-15,Operations,Logistics Coordinator,Bachelor,63608,Good,Yes,1995-09-29,
00-89014190,Zain,Ray,Male,Rajasthan,Jodhpur,2018-06-23,Sales,Sales Representative,Bachelor,61058,Good,No,1999-02-04,
00-23107454,Oorja,Bhat,Male,Madhya Pradesh,Bhopal,2015-07-22,Operations,Logistics Coordinator,Bachelor,67148,Excellent,No,1995-05-27,
00-12268507,Eva,Dara,Female,West Bengal,Howrah,2019-08-13,Sales,Sales Consultant,PhD,100396,Needs Improvement,No,1976-02-25,
00-10470877,Anvi,Sahota,Male,West Bengal,Kolkata,2018-07-10,Customer Service,Help Desk Technician,Bachelor,91766,Good,Yes,1988-11-15,
00-88963818,Ranbir,Dyal,Female,Uttar Pradesh,Noida,2018-10-28,Marketing,Content Creator,Bachelor,59002,Excellent,Yes,1970-05-16,
00-12623306,Sana,Khurana,Male,West Bengal,Durgapur,2023-03-29,HR,HR Coordinator,Master,52054,Good,No,1989-09-02,
00-68096255,Divij,Deo,Male,West Bengal,Howrah,2024-10-24,Operations,Logistics Coordinator,Bachelor,68897,Good,No,1960-06-06,
00-66650860,Ritvik,Sawhney,Male,West Bengal,Howrah,2017-02-02,Customer Service,Support Specialist,Bachelor,67296,Good,Yes,1978-09-03,
00-96879784,Sumer,Mallick,Male,Karnataka,Mangalore,2019-11-21,Customer Service,Support Specialist,High School,63314,Good,No,1995-04-03,
00-21615436,Nirvaan,Sahni,Male,Tamil Nadu,Vellore,2022-09-09,Customer Service,Help Desk Technician,Bachelor,69575,Good,Yes,1979-04-01,
00-40171534,Sara,Varty,Male,West Bengal,Howrah,2024-03-20,Customer Service,Support Specialist,High School,59225,Good,Yes,2002-06-21,
00-69998135,Rania,Barad,Male,West Bengal,Durgapur,2020-01-30,Customer Service,Customer Service Representative,Bachelor,70899,Satisfactory,No,1961-03-15,
00-92425589,Bhamini,Balan,Male,Tamil Nadu,Vellore,2023-03-24,Sales,Sales Consultant,Master,79074,Satisfactory,No,1972-01-15,
00-93028933,Abram,Sampath,Male,Delhi,Delhi,2019-03-25,Sales,Sales Representative,Bachelor,68353,Good,No,1978-05-03,
00-12019224,Anahita,Tank,Female,Madhya Pradesh,Gwalior,2018-05-30,Marketing,Content Creator,Bachelor,55320,Satisfactory,Yes,2001-09-03,
00-36125123,Kanav,Kohli,Female,West Bengal,Howrah,2019-02-10,Marketing,Marketing Coordinator,Bachelor,58401,Good,No,1992-09-06,
00-49487002,Shlok,Chawla,Male,West Bengal,Howrah,2020-11-12,Marketing,Content Creator,Bachelor,65935,Good,Yes,1964-10-10,
00-86164272,Kiara,Sidhu,Female,West Bengal,Howrah,2020-07-23,Operations,Inventory Specialist,Bachelor,60676,Satisfactory,No,1987-10-12,
00-62132081,Drishya,Varughese,Female,Tamil Nadu,Chennai,2021-05-02,Sales,Sales Representative,Bachelor,53572,Excellent,Yes,1970-10-15,
00-41417664,Tara,Dugal,Female,West Bengal,Kolkata,2020-10-02,Operations,Logistics Coordinator,Bachelor,60690,Satisfactory,No,1983-12-08,
00-79798454,Amani,Sagar,Male,West Bengal,Howrah,2023-03-01,Customer Service,Help Desk Technician,High School,87125,Good,No,1978-05-26,
00-73414980,Dishani,Bera,Female,West Bengal,Durgapur,2020-12-21,Sales,Sales Manager,PhD,120118,Satisfactory,Yes,1972-06-05,
00-96011916,Hansh,Choudhary,Male,West Bengal,Kolkata,2019-12-23,Finance,Accounts Payable Specialist,Bachelor,66372,Satisfactory,Yes,1983-05-09,
00-58866576,Tejas,Hans,Female,Madhya Pradesh,Bhopal,2015-06-25,Marketing,Content Creator,High School,56086,Good,No,1973-06-27,
00-34241075,Miraya,Kunda,Female,West Bengal,Howrah,2018-03-20,Operations,Logistics Coordinator,Bachelor,67338,Excellent,No,1969-10-16,
00-70998022,Vanya,Iyengar,Female,West Bengal,Howrah,2023-03-14,IT,Software Developer,Bachelor,89149,Good,No,1982-01-01,
00-89819497,Darshit,Dewan,Male,Rajasthan,Jaipur,2017-06-14,Marketing,Marketing Manager,Master,102855,Good,No,1974-05-12,
00-27810833,Ivan,Sankar,Male,West Bengal,Howrah,2019-04-30,Sales,Sales Representative,Bachelor,72066,Good,No,1988-01-07,
00-58117953,Kashvi,Sabharwal,Female,West Bengal,Kolkata,2019-02-09,Operations,Inventory Specialist,High School,56119,Satisfactory,No,1983-12-30,
00-87485535,Hunar,Kashyap,Male,West Bengal,Howrah,2020-12-06,IT,IT Support Specialist,Bachelor,75082,Satisfactory,No,1972-01-03,
00-11971999,Emir,Sharma,Female,West Bengal,Kolkata,2018-02-12,Finance,Accountant,Bachelor,77517,Satisfactory,No,1961-02-07,
00-10784416,Nakul,Anand,Female,West Bengal,Durgapur,2022-12-14,Finance,Accounts Payable Specialist,Bachelor,61419,Good,No,2000-01-31,
00-28683135,Amira,Chander,Male,West Bengal,Durgapur,2024-04-13,Customer Service,Customer Service Representative,High School,65082,Good,Yes,1965-06-13,
00-55045402,Aniruddh,Khanna,Male,Tamil Nadu,Chennai,2020-09-14,Customer Service,Customer Service Representative,High School,61767,Good,Yes,1991-10-26,
00-75318117,Eva,Kara,Female,West Bengal,Howrah,2019-05-17,Customer Service,Support Specialist,High School,59793,Good,Yes,1970-06-24,
00-28517985,Prerak,Bhargava,Female,Tamil Nadu,Tiruchirappalli,2019-12-26,Operations,Logistics Coordinator,Bachelor,58467,Excellent,No,1979-10-03,
00-34813934,Ira,Basak,Male,West Bengal,Durgapur,2023-05-18,Sales,Sales Consultant,PhD,89906,Good,Yes,1966-12-17,
00-96567889,Adah,Cherian,Male,West Bengal,Durgapur,2020-02-28,Customer Service,Help Desk Technician,High School,59718,Good,No,1981-06-28,
00-91678422,Vivaan,Krishnamurthy,Male,West Bengal,Durgapur,2022-06-17,Operations,Inventory Specialist,Bachelor,65687,Good,Yes,1972-04-27,
00-68484362,Diya,Ganesan,Female,Madhya Pradesh,Bhopal,2017-01-21,Operations,Inventory Specialist,High School,61896,Good,Yes,1988-08-23,
00-90954568,Advika,Deshpande,Male,West Bengal,Howrah,2024-05-23,Finance,Accounts Payable Specialist,Bachelor,64436,Good,Yes,1972-06-24,
00-88871018,Divyansh,Bakshi,Female,Madhya Pradesh,Indore,2016-09-08,IT,Software Developer,Bachelor,98149,Good,Yes,1974-05-20,
00-45478283,Vaibhav,Setty,Female,West Bengal,Howrah,2022-12-27,Operations,Logistics Coordinator,Bachelor,56568,Good,No,1998-11-12,
00-27702023,Aarna,Chatterjee,Male,Madhya Pradesh,Bhopal,2016-04-24,IT,IT Support Specialist,High School,62009,Good,No,1994-02-13,
00-49412831,Kanav,Jaggi,Male,Uttar Pradesh,Noida,2018-03-10,Customer Service,Customer Service Representative,High School,55334,Excellent,No,1981-03-12,
00-68400503,Kimaya,Devi,Male,West Bengal,Howrah,2023-07-25,Operations,Logistics Coordinator,Bachelor,73288,Good,No,1976-11-13,
00-87574875,Mahika,Koshy,Female,Madhya Pradesh,Bhopal,2017-07-21,Operations,Inventory Specialist,Bachelor,57829,Good,No,1985-04-13,
00-10008169,Adah,Bhagat,Female,West Bengal,Kolkata,2022-09-22,Sales,Sales Specialist,PhD,65411,Satisfactory,Yes,1974-01-03,
00-16681498,Badal,Roy,Male,Uttar Pradesh,Noida,2016-04-06,Sales,Sales Specialist,PhD,86958,Satisfactory,Yes,1970-03-12,
00-55925432,Faiyaz,Choudhary,Male,Madhya Pradesh,Gwalior,2019-02-14,Operations,Operations Analyst,Bachelor,83268,Good,Yes,1999-11-02,
00-33042106,Baiju,Wason,Male,West Bengal,Durgapur,2017-01-14,Customer Service,Help Desk Technician,Bachelor,96325,Needs Improvement,Yes,1980-07-17,
00-73082694,Kashvi,Deol,Female,West Bengal,Durgapur,2024-04-02,IT,System Administrator,Bachelor,90764,Good,Yes,1999-02-12,
00-85160586,Chirag,Lata,Female,West Bengal,Howrah,2021-02-09,Sales,Sales Specialist,Bachelor,85956,Needs Improvement,Yes,1962-04-13,
00-47580770,Raghav,Chowdhury,Male,Karnataka,Mangalore,2015-12-09,Sales,Sales Specialist,Bachelor,73449,Good,Yes,1983-05-25,
00-79816122,Miraya,Sarma,Female,Madhya Pradesh,Gwalior,2022-10-05,Customer Service,Help Desk Technician,High School,63413,Satisfactory,No,2003-10-19,
00-31598016,Yuvaan,Hayre,Male,West Bengal,Durgapur,2022-06-02,Sales,Sales Representative,Bachelor,81390,Good,No,1998-09-01,
00-42261979,Divyansh,Choudhary,Female,West Bengal,Kolkata,2016-10-12,Operations,Inventory Specialist,Bachelor,52942,Excellent,No,1991-04-22,
00-62275935,Rania,Desai,Female,Madhya Pradesh,Bhopal,2024-07-11,Finance,Accountant,Bachelor,82998,Needs Improvement,No,1960-03-10,
00-60082221,Lagan,Chada,Female,West Bengal,Kolkata,2015-11-02,Sales,Sales Specialist,PhD,74806,Good,No,1984-12-11,
00-57168440,Lagan,Ghose,Male,West Bengal,Howrah,2024-09-04,Customer Service,Help Desk Technician,High School,61506,Excellent,No,1993-12-29,
00-17919095,Reyansh,Sastry,Male,West Bengal,Howrah,2016-08-19,Operations,Logistics Coordinator,Bachelor,63714,Good,No,1983-09-27,
00-10137666,Reyansh,Sha,Male,West Bengal,Howrah,2021-01-02,Operations,Inventory Specialist,High School,59593,Good,Yes,1995-02-17,
00-24657555,Divit,Chanda,Male,West Bengal,Durgapur,2024-07-14,Sales,Sales Consultant,PhD,81855,Satisfactory,No,1994-03-19,
00-52276352,Rati,Rastogi,Female,West Bengal,Howrah,2017-07-05,Marketing,Marketing Coordinator,Bachelor,75899,Needs Improvement,Yes,1972-06-04,
00-15854522,Seher,Dua,Female,Madhya Pradesh,Bhopal,2022-11-28,Operations,Operations Analyst,Master,77490,Good,No,1983-08-29,
00-69134843,Prisha,Dar,Female,West Bengal,Kolkata,2016-03-07,Operations,Operations Analyst,Master,68122,Good,No,1979-11-21,
00-36791143,Saksham,Sangha,Female,Uttar Pradesh,Noida,2015-01-27,Finance,Financial Analyst,Master,82556,Good,Yes,1995-12-02,
00-67738851,Ivan,Chander,Female,West Bengal,Howrah,2020-05-08,Sales,Sales Consultant,Master,89307,Good,Yes,1978-02-21,
00-10617870,Amani,Bobal,Female,West Bengal,Kolkata,2024-01-05,Marketing,Marketing Coordinator,Bachelor,74005,Satisfactory,Yes,1996-03-01,
00-97730855,Nitya,Khalsa,Male,West Bengal,Durgapur,2016-06-15,Operations,Operations Manager,Bachelor,120430,Needs Improvement,No,1986-09-09,
00-51910609,Shamik,Anne,Female,West Bengal,Howrah,2020-03-09,Operations,Operations Manager,Bachelor,96979,Good,Yes,1979-08-21,
00-49330568,Prerak,Wadhwa,Male,West Bengal,Kolkata,2017-01-30,Marketing,Content Creator,High School,56251,Satisfactory,Yes,1980-05-25,
00-86166812,Jayan,Sane,Female,West Bengal,Durgapur,2020-10-22,Operations,Inventory Specialist,High School,55346,Satisfactory,Yes,1985-02-07,
00-84535522,Aayush,Rajan,Male,West Bengal,Durgapur,2020-05-16,Operations,Logistics Coordinator,Bachelor,69127,Satisfactory,No,1990-04-03,
00-27650310,Anika,Manne,Male,West Bengal,Howrah,2020-01-01,Customer Service,Support Specialist,Bachelor,65831,Satisfactory,Yes,1965-10-20,
00-25511151,Ayesha,Vohra,Male,Delhi,New Delhi,2019-04-07,IT,Software Developer,Master,74760,Good,Yes,1998-11-27,
00-93806250,Anaya,Bhakta,Male,Karnataka,Bengaluru,2023-01-18,Operations,Inventory Specialist,High School,61338,Satisfactory,No,1989-09-18,
00-73637312,Advik,Mander,Female,Rajasthan,Jaipur,2017-09-22,Sales,Sales Specialist,Master,77180,Excellent,No,1988-10-02,
00-82265483,Riaan,Tiwari,Male,West Bengal,Howrah,2016-03-29,Operations,Inventory Specialist,Bachelor,61550,Satisfactory,No,1983-08-30,
00-19492312,Eshani,Krishnamurthy,Male,Uttar Pradesh,Noida,2015-03-06,Customer Service,Help Desk Technician,Bachelor,72491,Good,Yes,1988-12-12,
00-30633166,Tanya,Borah,Male,Madhya Pradesh,Bhopal,2018-10-29,Operations,Logistics Coordinator,Bachelor,72484,Good,Yes,1976-06-11,
00-91976681,Divit,Bedi,Female,West Bengal,Durgapur,2019-04-29,IT,Software Developer,Master,81788,Good,No,1990-12-30,
00-19223541,Zaina,Shah,Female,West Bengal,Howrah,2019-05-11,Operations,Inventory Specialist,Bachelor,57924,Good,No,1982-12-21,
00-58310738,Alisha,Korpal,Male,West Bengal,Kolkata,2019-10-13,Operations,Inventory Specialist,High School,58835,Good,No,1994-10-21,
00-42474862,Stuvan,Mahajan,Male,West Bengal,Howrah,2018-04-10,Operations,Inventory Specialist,Bachelor,74529,Good,No,1970-04-24,
00-81127300,Nitara,Kohli,Male,West Bengal,Howrah,2016-04-08,Operations,Logistics Coordinator,Bachelor,65248,Good,No,1977-08-25,
00-68441314,Tejas,Karnik,Male,West Bengal,Kolkata,2015-01-06,Sales,Sales Representative,Bachelor,69685,Satisfactory,Yes,1998-08-21,
00-36005508,Sumer,Dora,Male,West Bengal,Durgapur,2020-10-02,HR,HR Coordinator,Bachelor,63397,Good,Yes,1985-06-09,
00-43738434,Shamik,Walla,Female,West Bengal,Kolkata,2023-07-21,Operations,Inventory Specialist,High School,62158,Satisfactory,No,1991-11-06,
00-36203586,Urvi,Saini,Female,West Bengal,Durgapur,2020-11-28,Customer Service,Support Specialist,Bachelor,56112,Satisfactory,No,1989-01-26,
00-40581711,Kimaya,Khurana,Female,Madhya Pradesh,Bhopal,2018-02-13,Sales,Sales Consultant,Bachelor,67073,Satisfactory,No,1998-08-18,
00-49985512,Purab,Sankar,Female,Uttar Pradesh,Prayagraj,2019-07-21,Operations,Logistics Coordinator,Bachelor,51740,Satisfactory,No,1993-06-26,
00-16366328,Samiha,Reddy,Male,West Bengal,Durgapur,2018-01-09,Sales,Sales Specialist,Master,74960,Good,No,2000-11-29,
00-69637432,Hunar,Jha,Male,West Bengal,Howrah,2024-11-28,Operations,Logistics Coordinator,Bachelor,67535,Good,No,1997-07-21,
00-62811125,Madhup,Sahni,Male,West Bengal,Kolkata,2018-02-25,Customer Service,Support Specialist,High School,65616,Satisfactory,No,1981-05-30,
00-57303591,Taimur,Kothari,Female,West Bengal,Durgapur,2016-01-13,Sales,Sales Specialist,PhD,87398,Satisfactory,No,1988-11-22,
00-37647507,Nirvaan,Mani,Male,Delhi,Delhi,2020-10-14,Sales,Sales Representative,Bachelor,81073,Satisfactory,No,1967-11-02,
00-11306363,Rasha,Kale,Male,Madhya Pradesh,Bhopal,2020-05-19,Sales,Sales Specialist,PhD,69387,Excellent,Yes,1972-01-16,
00-53560692,Lagan,Sharma,Male,West Bengal,Howrah,2016-02-04,Operations,Inventory Specialist,High School,62995,Satisfactory,Yes,2002-07-22,
00-51536803,Kartik,Gulati,Female,West Bengal,Kolkata,2022-09-06,IT,Software Developer,Master,105278,Good,No,1991-08-14,
00-23652183,Emir,Devan,Male,West Bengal,Kolkata,2023-12-07,Operations,Operations Analyst,Master,78858,Satisfactory,No,1988-04-29,
00-23437484,Mishti,Sane,Male,Uttar Pradesh,Lucknow,2019-07-31,Finance,Financial Analyst,Bachelor,81948,Good,No,1975-02-09,
00-22717763,Alisha,Vora,Female,Tamil Nadu,Chennai,2021-07-24,Sales,Sales Consultant,PhD,106104,Good,No,1982-08-10,
00-29102432,Jayant,Deo,Male,West Bengal,Durgapur,2018-12-20,Operations,Logistics Coordinator,Bachelor,67943,Excellent,No,1979-06-30,
00-69751747,Parinaaz,Ghosh,Female,West Bengal,Kolkata,2022-12-11,Operations,Logistics Coordinator,Bachelor,60921,Needs Improvement,No,1981-03-01,
00-33776348,Shalv,Hayre,Female,West Bengal,Kolkata,2017-08-17,Operations,Inventory Specialist,Bachelor,56866,Good,Yes,1970-11-10,
00-93346861,Zeeshan,Devi,Female,West Bengal,Kolkata,2018-05-01,Customer Service,Support Specialist,High School,57822,Good,Yes,1983-01-28,
